Sample,Amplicon,Cycle,Cycle Type,Cycle Size (bp),Cycle Breakpoint Count,Cycle Chromosome Count,Cycle Regions List,Cycle Paired Ends List,Cycle TPR,Cycle TP BEs,Cycle FPR,Cycle FP BEs,Cycle PFNR,Cycle PFN BEs,Cycle MEB,Cycle Mapping Error Breakends,Cycle Unmappable Reasons,Small Deletions Count,Cycle Genes Info,Cycle Genes List,Cycle ESB,Cycle Type Boolean,Cycle Cluster Assignment,Selection Score,Confidence
CURTIS_H000558_T01_01_WG01,3,6,linear,1083619,5,2,"[('8', 18026700, 18454620), ('8', 18455944, 18517092), ('8', 38143404, 38141340), ('8', 38143510, 38578187), ('17', 37978209, 37820400)]","[('8', 18454620, '8', 18455944), ('8', 18517092, '8', 38143404), ('8', 38141340, '8', 38143510), ('8', 38578187, '17', 37978209), ('17', 37820400, '8', 18026700)]",0.0,[],1.0,"[('8', 18517092, '8', 38143404), ('8', 38141340, '8', 38143510), ('8', 38578187, '17', 37978209), ('17', 37820400, '8', 18026700)]",0.0,[],0.0,[],[],1,"{'8': {'FGFR1': {'type': ['oncogene', ' fusion'], 'loc': ('38268656', '38326352')}}, '17': {'ERBB2': {'type': ['oncogene', ' fusion'], 'loc': ('37844167', '37886679')}}}","['FGFR1', 'ERBB2']",0.0,0,0,1.5,medium
CURTIS_H000559_T01_01_WG01,2,1,linear,2097015,1,1,"[('1', 162607516, 160510500)]","[('1', 160510500, '1', 162607516)]",0.0,[],1.0,"[('1', 160510500, '1', 162607516)]",0.0,[],0.0,[],[],0,"{'1': {'FCGR2B': {'type': ['oncogene', ' fusion'], 'loc': ('161551101', '161648444')}, 'SDHC': {'type': ['TSG'], 'loc': ('161284047', '161332984')}}}","['FCGR2B', 'SDHC']",0.0,0,0,1.5,medium
CURTIS_H000570_T01_01_WG01,5,1,circular,1403,1,1,"[('1', 115680511, 115681913)]","[('1', 115681913, '1', 115680511)]",0.0,[],1.0,"[('1', 115681913, '1', 115680511)]",0.0,[],0.0,[],[],0,{},[],0.0,1,0,1.5,medium
CURTIS_H000570_T01_01_WG01,5,2,linear,2823080,6,1,"[('1', 115004100, 115680816), ('1', 115681933, 116229487), ('1', 116232837, 116419778), ('1', 116420436, 116232837), ('1', 116229487, 115681933), ('1', 115680816, 115004100)]","[('1', 115680816, '1', 115681933), ('1', 116229487, '1', 116232837), ('1', 116419778, '1', 116420436), ('1', 116232837, '1', 116229487), ('1', 115681933, '1', 115680816), ('1', 115004100, '1', 115004100)]",0.0,[],1.0,"[('1', 116229487, '1', 116232837), ('1', 116232837, '1', 116229487)]",0.0,[],0.0,[],[],4,"{'1': {'NRAS': {'type': ['oncogene'], 'loc': ('115247090', '115259515')}}}","['NRAS', 'NRAS']",1.0,0,0,1.875,medium
CURTIS_H000570_T01_01_WG01,5,3,circular,714,2,2,"[('11', 76903849, 76904504), ('19', 14706785, 14706842)]","[('11', 76904504, '19', 14706785), ('19', 14706842, '11', 76903849)]",0.0,[],1.0,"[('11', 76904504, '19', 14706785), ('19', 14706842, '11', 76903849)]",0.0,[],0.0,[],[],0,{},[],0.0,1,0,1.5,medium
CURTIS_H000570_T01_01_WG01,5,4,linear,5522881,3,1,"[('1', 120531451, 116232837), ('1', 116229487, 115681933), ('1', 115680816, 115004100)]","[('1', 116232837, '1', 116229487), ('1', 115681933, '1', 115680816), ('1', 115004100, '1', 120531451)]",0.0,[],1.0,"[('1', 116232837, '1', 116229487), ('1', 115004100, '1', 120531451)]",0.0,[],0.0,[],[],1,"{'1': {'ATP1A1': {'type': ['oncogene', ' TSG'], 'loc': ('116915290', '116952883')}, 'NRAS': {'type': ['oncogene'], 'loc': ('115247090', '115259515')}, 'TENT5C': {'type': ['TSG'], 'loc': ('118148556', '118170994')}}}","['ATP1A1', 'NRAS', 'TENT5C']",1.0,0,0,1.875,medium
CURTIS_H000570_T01_01_WG01,5,5,linear,987631,1,1,"[('1', 115991732, 115004100)]","[('1', 115004100, '1', 115991732)]",0.0,[],1.0,"[('1', 115004100, '1', 115991732)]",0.0,[],0.0,[],[],0,"{'1': {'NRAS': {'type': ['oncogene'], 'loc': ('115247090', '115259515')}}}",['NRAS'],0.0,0,0,1.5,medium
CURTIS_H000570_T01_01_WG01,5,6,linear,1405229,3,1,"[('1', 116413799, 116232837), ('1', 116229487, 115681933), ('1', 115680816, 115004100)]","[('1', 116232837, '1', 116229487), ('1', 115681933, '1', 115680816), ('1', 115004100, '1', 116413799)]",0.0,[],1.0,"[('1', 116232837, '1', 116229487), ('1', 115004100, '1', 116413799)]",0.0,[],0.0,[],[],1,"{'1': {'NRAS': {'type': ['oncogene'], 'loc': ('115247090', '115259515')}}}",['NRAS'],0.0,0,0,1.5,medium
CURTIS_H000570_T01_01_WG01,5,7,linear,1105553,1,1,"[('19', 16920654, 15815100)]","[('19', 15815100, '19', 16920654)]",0.0,[],1.0,"[('19', 15815100, '19', 16920654)]",0.0,[],0.0,[],[],0,"{'19': {'TPM4': {'type': ['fusion'], 'loc': ('16177831', '16213813')}}}",['TPM4'],0.0,0,0,1.5,medium
CURTIS_H000577_T01_01_WG01,1,1,linear,10741,1,1,"[('12', 6638985, 6628243)]","[('12', 6628243, '12', 6638985)]",0.0,[],1.0,"[('12', 6628243, '12', 6638985)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
CURTIS_H000581_T01_01_WG01,1,1,circular,103108,5,1,"[('12', 22849238, 22902091), ('12', 25492474, 25507335), ('12', 25499527, 25492474), ('12', 22902091, 22901221), ('12', 25438345, 25465815)]","[('12', 22902091, '12', 25492474), ('12', 25507335, '12', 25499527), ('12', 25492474, '12', 22902091), ('12', 22901221, '12', 25438345), ('12', 25465815, '12', 22849238)]",0.6,"[('12', 22902091, '12', 25492474), ('12', 25507335, '12', 25499527), ('12', 25492474, '12', 22902091)]",0.4,"[('12', 22901221, '12', 25438345), ('12', 25465815, '12', 22849238)]",0.0,[],0.0,[],[],0,{},[],0.0,1,2,0.5,high
CURTIS_H000581_T01_01_WG01,1,2,circular,909841,7,1,"[('12', 23004917, 23575357), ('12', 25310600, 25433276), ('12', 19684231, 19879389), ('12', 25444800, 25465633), ('12', 27430580, 27430319), ('12', 17764860, 17765098), ('12', 25465458, 25465226)]","[('12', 23575357, '12', 25310600), ('12', 25433276, '12', 19684231), ('12', 19879389, '12', 25444800), ('12', 25465633, '12', 27430580), ('12', 27430319, '12', 17764860), ('12', 17765098, '12', 25465458), ('12', 25465226, '12', 23004917)]",0.5714285714285714,"[('12', 23575357, '12', 25310600), ('12', 19879389, '12', 25444800), ('12', 25465633, '12', 27430580), ('12', 27430319, '12', 17764860)]",0.4285714285714285,"[('12', 25433276, '12', 19684231), ('12', 17765098, '12', 25465458), ('12', 25465226, '12', 23004917)]",0.3333333333333333,"[('12', 17765098, '12', 23004912), ('12', 23004917, '12', 17765100)]",0.0,[],[],0,"{'12': {'KRAS': {'type': ['oncogene'], 'loc': ('25357723', '25403870')}}}",['KRAS'],0.0,1,2,0.625,high
CURTIS_H000581_T01_01_WG01,1,3,linear,68814,2,1,"[('12', 25510499, 25492474), ('12', 22902091, 22851300)]","[('12', 25492474, '12', 22902091), ('12', 22851300, '12', 25510499)]",0.5,"[('12', 25492474, '12', 22902091)]",0.5,"[('12', 22851300, '12', 25510499)]",0.0,[],0.0,[],[],0,{},[],0.0,0,2,0.5,high
CURTIS_H000581_T01_01_WG01,1,4,circular,1616511,4,1,"[('12', 23004911, 23807656), ('12', 24966996, 25433276), ('12', 19684231, 20030884), ('12', 17764269, 17765098)]","[('12', 23807656, '12', 24966996), ('12', 25433276, '12', 19684231), ('12', 20030884, '12', 17764269), ('12', 17765098, '12', 23004911)]",0.5,"[('12', 23807656, '12', 24966996), ('12', 17765098, '12', 23004911)]",0.5,"[('12', 25433276, '12', 19684231), ('12', 20030884, '12', 17764269)]",0.0,[],0.0,[],[],0,"{'12': {'KRAS': {'type': ['oncogene'], 'loc': ('25357723', '25403870')}}}",['KRAS'],0.0,1,2,0.5,high
CURTIS_H000581_T01_01_WG01,1,5,linear,538730,5,1,"[('12', 23542567, 23004917), ('12', 25465226, 25465458), ('12', 25579888, 25579965), ('12', 27430359, 27430532), ('12', 17064576, 17063979)]","[('12', 23004917, '12', 25465226), ('12', 25465458, '12', 25579888), ('12', 25579965, '12', 27430359), ('12', 27430532, '12', 17064576), ('12', 17063979, '12', 23542567)]",0.6,"[('12', 25465458, '12', 25579888), ('12', 25579965, '12', 27430359), ('12', 27430532, '12', 17064576)]",0.4,"[('12', 23004917, '12', 25465226), ('12', 17063979, '12', 23542567)]",0.25,"[('12', 23004917, '12', 17765100)]",0.0,[],[],0,{},[],0.0,0,2,0.625,high
CURTIS_H000581_T01_01_WG01,1,6,circular,2728350,7,1,"[('12', 17704500, 19683956), ('12', 24942293, 24941624), ('12', 24940929, 24226349), ('12', 24964603, 24945154), ('12', 25439114, 25438345), ('12', 22901221, 22901850), ('12', 25479409, 25466608)]","[('12', 19683956, '12', 24942293), ('12', 24941624, '12', 24940929), ('12', 24226349, '12', 24964603), ('12', 24945154, '12', 25439114), ('12', 25438345, '12', 22901221), ('12', 22901850, '12', 25479409), ('12', 25466608, '12', 17704500)]",0.6666666666666666,"[('12', 19683956, '12', 24942293), ('12', 24945154, '12', 25439114), ('12', 22901850, '12', 25479409), ('12', 25466608, '12', 17704500)]",0.3333333333333333,"[('12', 24226349, '12', 24964603), ('12', 25438345, '12', 22901221)]",0.0,[],0.0,[],[],1,{},[],1.0,1,2,0.875,high
CURTIS_H000581_T01_01_WG01,3,1,circular,798500,5,1,"[('6', 135284172, 135707104), ('6', 141607904, 141427310), ('6', 127590501, 127427278), ('6', 20583907, 20570600), ('6', 69041551, 69023104)]","[('6', 135707104, '6', 141607904), ('6', 141427310, '6', 127590501), ('6', 127427278, '6', 20583907), ('6', 20570600, '6', 69041551), ('6', 69023104, '6', 135284172)]",0.8,"[('6', 141427310, '6', 127590501), ('6', 127427278, '6', 20583907), ('6', 20570600, '6', 69041551), ('6', 69023104, '6', 135284172)]",0.2,"[('6', 135707104, '6', 141607904)]",0.0,[],0.0,[],[],0,"{'6': {'MYB': {'type': ['oncogene', ' fusion'], 'loc': ('135502453', '135540311')}, 'RSPO3': {'type': ['oncogene', ' fusion'], 'loc': ('127439749', '127518910')}}}","['MYB', 'RSPO3']",0.0,1,2,0.5,high
CURTIS_H000582_T01_01_WG01,3,1,linear,41998,1,1,"[('19', 36792899, 36750900)]","[('19', 36750900, '19', 36792899)]",0.0,[],1.0,"[('19', 36750900, '19', 36792899)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
CURTIS_H000582_T01_01_WG01,2,1,linear,250599,1,1,"[('1', 165254738, 165004138)]","[('1', 165004138, '1', 165254738)]",0.0,[],1.0,"[('1', 165004138, '1', 165254738)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
CURTIS_H000582_T01_01_WG01,2,2,linear,20598,1,1,"[('1', 165352081, 165331482)]","[('1', 165331482, '1', 165352081)]",0.0,[],1.0,"[('1', 165331482, '1', 165352081)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
CURTIS_H000582_T01_01_WG01,2,3,linear,2010598,1,1,"[('1', 163121578, 161110979)]","[('1', 161110979, '1', 163121578)]",0.0,[],1.0,"[('1', 161110979, '1', 163121578)]",0.0,[],0.0,[],[],0,"{'1': {'DDR2': {'type': ['oncogene'], 'loc': ('162601163', '162757190')}, 'FCGR2B': {'type': ['oncogene', ' fusion'], 'loc': ('161551101', '161648444')}, 'SDHC': {'type': ['TSG'], 'loc': ('161284047', '161332984')}}}","['DDR2', 'FCGR2B', 'SDHC']",0.0,0,0,1.5,medium
CURTIS_H000582_T01_01_WG01,2,4,linear,350599,1,1,"[('1', 165740486, 165389886)]","[('1', 165389886, '1', 165740486)]",0.0,[],1.0,"[('1', 165389886, '1', 165740486)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
CURTIS_H000582_T01_01_WG01,2,5,linear,22081,2,2,"[('21', 33026287, 33024804), ('12', 858778, 838178)]","[('21', 33024804, '12', 858778), ('12', 838178, '21', 33026287)]",0.0,[],1.0,"[('21', 33024804, '12', 858778), ('12', 838178, '21', 33026287)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
CURTIS_H000582_T01_01_WG01,2,6,circular,161686,1,1,"[('21', 19016442, 19178127)]","[('21', 19178127, '21', 19016442)]",1.0,"[('21', 19178127, '21', 19016442)]",0.0,[],0.0,[],0.0,[],[],0,{},[],0.0,1,2,0.5,high
CURTIS_H000583_T01_01_WG01,1,1,circular,1906029,1,1,"[('10', 2154425, 4060453)]","[('10', 4060453, '10', 2154425)]",1.0,"[('10', 4060453, '10', 2154425)]",0.0,[],0.0,[],0.0,[],[],0,"{'10': {'KLF6': {'type': ['TSG'], 'loc': ('3818188', '3827473')}}}",['KLF6'],0.0,1,2,0.5,high
CURTIS_H000587_T01_01_WG01,1,1,linear,94720,1,1,"[('17', 62555621, 62460900)]","[('17', 62460900, '17', 62555621)]",0.0,[],1.0,"[('17', 62460900, '17', 62555621)]",0.0,[],0.0,[],[],0,"{'17': {'DDX5': {'type': ['oncogene', ' fusion'], 'loc': ('62495734', '62504317')}}}",['DDX5'],0.0,0,0,1.5,medium
CURTIS_H000587_T01_01_WG01,2,1,linear,20526,1,1,"[('3', 174874917, 174854390)]","[('3', 174854390, '3', 174874917)]",0.0,[],1.0,"[('3', 174854390, '3', 174874917)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
CURTIS_H000587_T01_01_WG01,3,1,linear,529,1,1,"[('7', 107411156, 107410626)]","[('7', 107410626, '7', 107411156)]",0.0,[],1.0,"[('7', 107410626, '7', 107411156)]",0.0,[],0.0,[],[],0,{},[],1.0,0,0,1.875,medium
CURTIS_H000587_T01_01_WG01,3,2,linear,529,1,1,"[('7', 107411156, 107410626)]","[('7', 107410626, '7', 107411156)]",0.0,[],1.0,"[('7', 107410626, '7', 107411156)]",0.0,[],0.0,[],[],0,{},[],1.0,0,0,1.875,medium
CURTIS_H000587_T01_01_WG01,3,3,linear,529,1,1,"[('7', 107411156, 107410626)]","[('7', 107410626, '7', 107411156)]",0.0,[],1.0,"[('7', 107410626, '7', 107411156)]",0.0,[],0.0,[],[],0,{},[],1.0,0,0,1.875,medium
CURTIS_H000587_T01_01_WG01,3,4,linear,2792024,2,1,"[('17', 65800540, 64266114), ('17', 64265056, 63007456)]","[('17', 64266114, '17', 64265056), ('17', 63007456, '17', 65800540)]",0.0,[],1.0,"[('17', 63007456, '17', 65800540)]",0.0,[],0.0,[],[],1,"{'17': {'AXIN2': {'type': ['TSG'], 'loc': ('63524681', '63557765')}}}",['AXIN2'],1.0,0,0,1.875,medium
CURTIS_H000589_T01_01_WG01,1,1,linear,65,1,1,"[('7', 107410681, 107410615)]","[('7', 107410615, '7', 107410681)]",0.0,[],1.0,"[('7', 107410615, '7', 107410681)]",0.0,[],0.0,[],[],0,{},[],1.0,0,0,1.875,medium
CURTIS_H000589_T01_01_WG01,1,2,linear,50,1,1,"[('7', 107410681, 107410630)]","[('7', 107410630, '7', 107410681)]",0.0,[],1.0,"[('7', 107410630, '7', 107410681)]",0.0,[],0.0,[],[],0,{},[],1.0,0,0,1.875,medium
CURTIS_H000589_T01_01_WG01,1,3,linear,54,1,1,"[('7', 107410681, 107410626)]","[('7', 107410626, '7', 107410681)]",0.0,[],1.0,"[('7', 107410626, '7', 107410681)]",0.0,[],0.0,[],[],0,{},[],1.0,0,0,1.875,medium
CURTIS_H000589_T01_01_WG01,1,4,linear,54,1,1,"[('7', 107410681, 107410626)]","[('7', 107410626, '7', 107410681)]",0.0,[],1.0,"[('7', 107410626, '7', 107410681)]",0.0,[],0.0,[],[],0,{},[],1.0,0,0,1.875,medium
CURTIS_H000589_T01_01_WG01,1,5,linear,54,1,1,"[('7', 107410681, 107410626)]","[('7', 107410626, '7', 107410681)]",0.0,[],1.0,"[('7', 107410626, '7', 107410681)]",0.0,[],0.0,[],[],0,{},[],1.0,0,0,1.875,medium
CURTIS_H000589_T01_01_WG01,1,6,linear,51,1,1,"[('7', 107410681, 107410629)]","[('7', 107410629, '7', 107410681)]",0.0,[],1.0,"[('7', 107410629, '7', 107410681)]",0.0,[],0.0,[],[],0,{},[],1.0,0,0,1.875,medium
CURTIS_H000592_T01_01_WG01,1,1,linear,569098,1,1,"[('11', 69713099, 69144000)]","[('11', 69144000, '11', 69713099)]",0.0,[],1.0,"[('11', 69144000, '11', 69713099)]",0.0,[],0.0,[],[],0,"{'11': {'CCND1': {'type': ['oncogene', ' fusion'], 'loc': ('69455855', '69469242')}}}",['CCND1'],0.0,0,0,1.5,medium
CURTIS_H000592_T01_01_WG01,1,2,linear,1053412,2,1,"[('11', 70837747, 69984487), ('11', 69982554, 69782400)]","[('11', 69984487, '11', 69982554), ('11', 69782400, '11', 70837747)]",0.0,[],1.0,"[('11', 69782400, '11', 70837747)]",0.0,[],0.0,[],[],1,"{'11': {'FADD': {'type': [''], 'loc': ('70049269', '70053496')}}}",['FADD'],0.0,0,0,1.5,medium
CURTIS_H000593_T01_01_WG01,2,1,circular,3187206,7,1,"[('19', 29207073, 30388814), ('19', 30393098, 30632032), ('19', 30634836, 30958793), ('19', 30960945, 30962248), ('19', 30959514, 30634836), ('19', 30632032, 30393098), ('19', 30388814, 29511156)]","[('19', 30388814, '19', 30393098), ('19', 30632032, '19', 30634836), ('19', 30958793, '19', 30960945), ('19', 30962248, '19', 30959514), ('19', 30634836, '19', 30632032), ('19', 30393098, '19', 30388814), ('19', 29511156, '19', 29207073)]",0.4285714285714285,"[('19', 30958793, '19', 30960945), ('19', 30962248, '19', 30959514), ('19', 29511156, '19', 29207073)]",0.5714285714285714,"[('19', 30388814, '19', 30393098), ('19', 30632032, '19', 30634836), ('19', 30634836, '19', 30632032), ('19', 30393098, '19', 30388814)]",0.0,[],0.0,[],[],0,"{'19': {'CCNE1': {'type': ['oncogene'], 'loc': ('30302805', '30315215')}}}","['CCNE1', 'CCNE1']",1.0,1,2,1.375,medium
CURTIS_H000593_T01_01_WG01,2,2,linear,4704933,7,1,"[('19', 28600250, 30388814), ('19', 30393098, 30632032), ('19', 30634836, 30959514), ('19', 30962248, 30960945), ('19', 30958793, 30634836), ('19', 30632032, 30393098), ('19', 30388814, 28600250)]","[('19', 30388814, '19', 30393098), ('19', 30632032, '19', 30634836), ('19', 30959514, '19', 30962248), ('19', 30960945, '19', 30958793), ('19', 30634836, '19', 30632032), ('19', 30393098, '19', 30388814), ('19', 28600250, '19', 28600250)]",0.3333333333333333,"[('19', 30959514, '19', 30962248), ('19', 30960945, '19', 30958793)]",0.6666666666666666,"[('19', 30388814, '19', 30393098), ('19', 30632032, '19', 30634836), ('19', 30634836, '19', 30632032), ('19', 30393098, '19', 30388814)]",0.0,[],0.0,[],[],1,"{'19': {'CCNE1': {'type': ['oncogene'], 'loc': ('30302805', '30315215')}}}","['CCNE1', 'CCNE1']",1.0,0,0,1.375,medium
CURTIS_H000593_T01_01_WG01,1,1,linear,140232,1,1,"[('3', 74586675, 74446442)]","[('3', 74446442, '3', 74586675)]",0.0,[],1.0,"[('3', 74446442, '3', 74586675)]",1.0,"[('3', 74586675, '3', 74880305), ('3', 74446442, '3', 88902223)]",0.0,[],[],0,{},[],0.0,0,0,1.75,medium
CURTIS_H000722_T01_01_WG01,1,1,linear,6200635,2,2,"[('11', 74820000, 78894095), ('17', 38537659, 36411119)]","[('11', 78894095, '17', 38537659), ('17', 36411119, '11', 74820000)]",0.0,[],1.0,"[('11', 78894095, '17', 38537659), ('17', 36411119, '11', 74820000)]",0.0,[],0.0,[],[],0,"{'17': {'CDK12': {'type': ['TSG'], 'loc': ('37617764', '37721160')}, 'ERBB2': {'type': ['oncogene', ' fusion'], 'loc': ('37844167', '37886679')}, 'IKZF3': {'type': ['oncogene', ' TSG', ' fusion'], 'loc': ('37921198', '38020441')}, 'LASP1': {'type': ['fusion'], 'loc': ('37026112', '37078023')}, 'MLLT6': {'type': ['fusion'], 'loc': ('36861795', '36886056')}, 'RARA': {'type': ['oncogene', ' fusion'], 'loc': ('38465444', '38513094')}}}","['CDK12', 'ERBB2', 'IKZF3', 'LASP1', 'MLLT6', 'RARA']",1.0,0,0,1.875,medium
CURTIS_H000723_T01_01_WG01,2,1,circular,1713632,2,1,"[('3', 177254462, 178550136), ('3', 178550865, 178968821)]","[('3', 178550136, '3', 178550865), ('3', 178968821, '3', 177254462)]",1.0,"[('3', 178968821, '3', 177254462)]",0.0,[],0.0,[],0.0,[],[],1,"{'3': {'PIK3CA': {'type': ['oncogene'], 'loc': ('178865902', '178957881')}}}",['PIK3CA'],0.0,1,2,0.5,high
CURTIS_H000723_T01_01_WG01,2,5,circular,970019,4,1,"[('3', 177254462, 177502857), ('3', 177501071, 177254462), ('3', 178968821, 178730884), ('3', 178731743, 178968821)]","[('3', 177502857, '3', 177501071), ('3', 177254462, '3', 178968821), ('3', 178730884, '3', 178731743), ('3', 178968821, '3', 177254462)]",1.0,"[('3', 177254462, '3', 178968821), ('3', 178968821, '3', 177254462)]",0.0,[],0.0,[],0.0,[],[],2,"{'3': {'PIK3CA': {'type': ['oncogene'], 'loc': ('178865902', '178957881')}}}","['PIK3CA', 'PIK3CA']",0.0,1,2,0.5,high
CURTIS_H000723_T01_01_WG01,2,6,circular,101853,2,1,"[('3', 177675729, 177727469), ('3', 177724713, 177674600)]","[('3', 177727469, '3', 177724713), ('3', 177674600, '3', 177675729)]",0.0,[],1.0,"[('3', 177727469, '3', 177724713)]",0.0,[],0.0,[],[],1,{},[],0.0,1,0,1.5,medium
CURTIS_H000723_T01_01_WG01,2,7,circular,540676,2,1,"[('3', 177675729, 177946706), ('3', 177944299, 177674600)]","[('3', 177946706, '3', 177944299), ('3', 177674600, '3', 177675729)]",0.0,[],1.0,"[('3', 177946706, '3', 177944299)]",0.0,[],0.0,[],[],1,{},[],0.0,1,0,1.5,medium
CURTIS_H000723_T01_01_WG01,2,231,circular,1260574,4,1,"[('3', 177254462, 177648435), ('3', 177646048, 177254462), ('3', 178968821, 178731743), ('3', 178730884, 178968821)]","[('3', 177648435, '3', 177646048), ('3', 177254462, '3', 178968821), ('3', 178731743, '3', 178730884), ('3', 178968821, '3', 177254462)]",0.6666666666666666,"[('3', 177254462, '3', 178968821), ('3', 178968821, '3', 177254462)]",0.3333333333333333,"[('3', 177648435, '3', 177646048)]",0.0,[],0.0,[],[],1,"{'3': {'PIK3CA': {'type': ['oncogene'], 'loc': ('178865902', '178957881')}}}","['PIK3CA', 'PIK3CA']",0.0,1,2,0.5,high
CURTIS_H000726_T01_01_WG01,3,1,linear,36298,1,1,"[('1', 161438099, 161401800)]","[('1', 161401800, '1', 161438099)]",0.0,[],1.0,"[('1', 161401800, '1', 161438099)]",0.0,[],1.0,"[('1', 161401800), ('1', 161438099)]","['High_Signal_Region', 'High_Signal_Region']",0,{},[],0.0,0,1,2.0625,low
CURTIS_H000726_T01_01_WG01,4,1,linear,146249,1,1,"[('1', 150999450, 150853200)]","[('1', 150853200, '1', 150999450)]",0.0,[],1.0,"[('1', 150853200, '1', 150999450)]",0.5,"[('1', 150999450, '1', 162684891)]",0.0,[],[],0,"{'1': {'SETDB1': {'type': ['oncogene'], 'loc': ('150898739', '150937213')}}}",['SETDB1'],0.0,0,0,1.75,medium
CURTIS_H000727_T01_01_WG01,1,1,linear,641698,1,1,"[('19', 30501899, 29860200)]","[('19', 29860200, '19', 30501899)]",0.0,[],1.0,"[('19', 29860200, '19', 30501899)]",0.0,[],0.0,[],[],0,"{'19': {'CCNE1': {'type': ['oncogene'], 'loc': ('30302805', '30315215')}}}",['CCNE1'],0.0,0,0,1.5,medium
CURTIS_H000727_T01_01_WG01,1,2,linear,1226398,1,1,"[('19', 30501899, 29275500)]","[('19', 29275500, '19', 30501899)]",0.0,[],1.0,"[('19', 29275500, '19', 30501899)]",0.0,[],0.0,[],[],0,"{'19': {'CCNE1': {'type': ['oncogene'], 'loc': ('30302805', '30315215')}}}",['CCNE1'],0.0,0,0,1.5,medium
CURTIS_H000727_T01_01_WG01,1,3,linear,121198,1,1,"[('19', 29817299, 29696100)]","[('19', 29696100, '19', 29817299)]",0.0,[],1.0,"[('19', 29696100, '19', 29817299)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
CURTIS_H000728_T01_01_WG01,8,1,circular,103882,1,1,"[('2', 102035011, 102138892)]","[('2', 102138892, '2', 102035011)]",1.0,"[('2', 102138892, '2', 102035011)]",0.0,[],0.0,[],0.0,[],[],0,{},[],0.0,1,2,0.5,high
CURTIS_H000728_T01_01_WG01,1,1,linear,80006,1,1,"[('2', 110942364, 110862357)]","[('2', 110862357, '2', 110942364)]",0.0,[],1.0,"[('2', 110862357, '2', 110942364)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
CURTIS_H000728_T01_01_WG01,1,1,linear,80006,1,1,"[('2', 110942364, 110862357)]","[('2', 110862357, '2', 110942364)]",0.0,[],1.0,"[('2', 110862357, '2', 110942364)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
CURTIS_H000728_T01_01_WG01,1,1,linear,80006,1,1,"[('2', 110942364, 110862357)]","[('2', 110862357, '2', 110942364)]",0.0,[],1.0,"[('2', 110862357, '2', 110942364)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
CURTIS_H000728_T01_01_WG01,3,1,linear,20478,1,1,"[('2', 97845471, 97824992)]","[('2', 97824992, '2', 97845471)]",0.0,[],1.0,"[('2', 97824992, '2', 97845471)]",0.0,[],1.0,"[('2', 97824992), ('2', 97845471)]","['High_Signal_Region', 'High_Signal_Region']",0,{},[],0.0,0,1,2.0625,low
CURTIS_H000728_T01_01_WG01,6,1,linear,588078,1,1,"[('2', 111980521, 111392442)]","[('2', 111392442, '2', 111980521)]",0.0,[],1.0,"[('2', 111392442, '2', 111980521)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
CURTIS_H000728_T01_01_WG01,9,1,linear,193911,1,1,"[('2', 110451112, 110257200)]","[('2', 110257200, '2', 110451112)]",0.0,[],1.0,"[('2', 110257200, '2', 110451112)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
CURTIS_H000728_T01_01_WG01,9,2,linear,2973760,2,1,"[('2', 110109299, 108279101), ('2', 108275307, 107131743)]","[('2', 108279101, '2', 108275307), ('2', 107131743, '2', 110109299)]",0.0,[],1.0,"[('2', 108279101, '2', 108275307), ('2', 107131743, '2', 110109299)]",0.0,[],0.0,[],[],0,"{'2': {'RANBP2': {'type': ['TSG', ' fusion'], 'loc': ('109335937', '109402267')}}}",['RANBP2'],1.0,0,0,1.875,medium
CURTIS_H000729_T01_01_WG01,1,1,linear,17398,1,1,"[('7', 56442599, 56425200)]","[('7', 56425200, '7', 56442599)]",0.0,[],1.0,"[('7', 56425200, '7', 56442599)]",0.0,[],1.0,"[('7', 56442599)]",['High_Signal_Region'],0,{},[],0.0,0,1,2.0625,low
