Sample,Amplicon,Cycle,Cycle Type,Cycle Size (bp),Cycle Breakpoint Count,Cycle Chromosome Count,Cycle Regions List,Cycle Paired Ends List,Cycle TPR,Cycle TP BEs,Cycle FPR,Cycle FP BEs,Cycle PFNR,Cycle PFN BEs,Cycle MEB,Cycle Mapping Error Breakends,Cycle Unmappable Reasons,Small Deletions Count,Cycle Genes Info,Cycle Genes List,Cycle ESB,Cycle Type Boolean,Cycle Cluster Assignment,Selection Score,Confidence
EFM192A_BREAST,1,2,circular,1740,2,1,"[('20', 47895042, 47896010), ('20', 48516388, 48515616)]","[('20', 47896010, '20', 48516388), ('20', 48515616, '20', 47895042)]",1.0,"[('20', 47896010, '20', 48516388), ('20', 48515616, '20', 47895042)]",0.0,[],0.0,[],1.0,"[('20', 47896010), ('20', 47895042)]","['High Signal Region', 'High Signal Region']",0,{},[],0.0,1,1,1.0625,medium
EFM192A_BREAST,1,5,circular,3286,1,1,"[('8', 114789907, 114793192)]","[('8', 114793192, '8', 114789907)]",1.0,"[('8', 114793192, '8', 114789907)]",0.0,[],0.0,[],0.0,[],[],0,{},[],0.0,1,1,0.5,high
EFM192A_BREAST,1,6,circular,1285049,4,2,"[('12', 31891084, 32216329), ('17', 63725939, 63723305), ('17', 39982340, 39625169), ('17', 52022658, 52622657)]","[('12', 32216329, '17', 63725939), ('17', 63723305, '17', 39982340), ('17', 39625169, '17', 52022658), ('17', 52622657, '12', 31891084)]",1.0,"[('12', 32216329, '17', 63725939), ('17', 63723305, '17', 39982340), ('17', 39625169, '17', 52022658), ('17', 52622657, '12', 31891084)]",0.0,[],0.0,[],0.0,[],[],0,"{'17': {'ERBB2': {'type': ['oncogene', ' fusion'], 'loc': ('39687914', '39730426')}, 'IKZF3': {'type': ['oncogene', ' TSG', ' fusion'], 'loc': ('39757715', '39864188')}}}","['ERBB2', 'IKZF3']",0.0,1,1,0.5,high
EFM192A_BREAST,1,12,circular,5377925,6,2,"[('8', 126242378, 128452922), ('8', 128459020, 128750243), ('8', 128753780, 129815744), ('8', 69454874, 69919624), ('8', 80166533, 81515911), ('17', 54477508, 54477446)]","[('8', 128452922, '8', 128459020), ('8', 128750243, '8', 128753780), ('8', 129815744, '8', 69454874), ('8', 69919624, '8', 80166533), ('8', 81515911, '17', 54477508), ('17', 54477446, '8', 126242378)]",1.0,"[('8', 128452922, '8', 128459020), ('8', 128750243, '8', 128753780), ('8', 129815744, '8', 69454874), ('8', 69919624, '8', 80166533), ('8', 81515911, '17', 54477508), ('17', 54477446, '8', 126242378)]",0.0,[],0.0,[],0.0,[],[],0,"{'8': {'MYC': {'type': ['oncogene', ' fusion'], 'loc': ('127735434', '127741434')}}}",['MYC'],1.0,1,1,0.875,high
EFM192A_BREAST,1,13,circular,111798,1,1,"[('8', 115208293, 115320090)]","[('8', 115320090, '8', 115208293)]",1.0,"[('8', 115320090, '8', 115208293)]",0.0,[],0.0,[],0.0,[],[],0,{},[],0.0,1,1,0.5,high
EFM192A_BREAST,1,14,circular,310638,3,1,"[('8', 112850566, 112850754), ('8', 113035232, 113034985), ('8', 112850759, 113160961)]","[('8', 112850754, '8', 113035232), ('8', 113034985, '8', 112850759), ('8', 113160961, '8', 112850566)]",1.0,"[('8', 112850754, '8', 113035232), ('8', 113034985, '8', 112850759), ('8', 113160961, '8', 112850566)]",0.0,[],0.0,[],0.0,[],[],0,{},[],0.0,1,1,0.5,high
EFM192A_BREAST,1,15,circular,2396561,4,2,"[('8', 124224578, 125582886), ('8', 125588890, 125636512), ('8', 115297687, 116284539), ('1', 56685738, 56689513)]","[('8', 125582886, '8', 125588890), ('8', 125636512, '8', 115297687), ('8', 116284539, '1', 56685738), ('1', 56689513, '8', 124224578)]",1.0,"[('8', 125582886, '8', 125588890), ('8', 125636512, '8', 115297687), ('8', 116284539, '1', 56685738), ('1', 56689513, '8', 124224578)]",0.0,[],0.0,[],0.0,[],[],0,{},[],1.0,1,1,0.875,high
EFM192A_BREAST,1,16,circular,148166,4,2,"[('13', 20387290, 20386550), ('17', 39370523, 39335280), ('17', 39197106, 39303897), ('17', 39442721, 39448113)]","[('13', 20386550, '17', 39370523), ('17', 39335280, '17', 39197106), ('17', 39303897, '17', 39442721), ('17', 39448113, '13', 20387290)]",1.0,"[('13', 20386550, '17', 39370523), ('17', 39335280, '17', 39197106), ('17', 39303897, '17', 39442721), ('17', 39448113, '13', 20387290)]",0.0,[],0.0,[],0.0,[],[],0,{},[],0.0,1,1,0.5,high
EFM192A_BREAST,1,19,circular,2661,1,1,"[('20', 47014931, 47017591)]","[('20', 47017591, '20', 47014931)]",1.0,"[('20', 47017591, '20', 47014931)]",0.0,[],0.0,[],0.0,[],[],0,{},[],0.0,1,1,0.5,high
EFM192A_BREAST,1,21,linear,48,1,1,"[('17', 50168331, 50168282)]","[('17', 50168282, '17', 50168331)]",0.0,[],1.0,"[('17', 50168282, '17', 50168331)]",0.0,[],0.0,[],[],0,{},[],1.0,0,0,1.875,medium
EFM192A_BREAST,1,22,linear,332,1,1,"[('1', 52830634, 52830301)]","[('1', 52830301, '1', 52830634)]",0.0,[],1.0,"[('1', 52830301, '1', 52830634)]",0.0,[],0.0,[],[],0,{},[],1.0,0,0,1.875,medium
EFM192A_BREAST,1,24,linear,258,1,1,"[('1', 57481380, 57481121)]","[('1', 57481121, '1', 57481380)]",0.0,[],1.0,"[('1', 57481121, '1', 57481380)]",0.0,[],0.0,[],[],0,{},[],1.0,0,0,1.875,medium
EFM192A_BREAST,1,26,circular,9054994,6,1,"[('8', 84481841, 82235722), ('8', 81567250, 80172532), ('8', 84089630, 84693339), ('8', 114337869, 113134738), ('8', 120634837, 123314905), ('8', 123315436, 124242685)]","[('8', 82235722, '8', 81567250), ('8', 80172532, '8', 84089630), ('8', 84693339, '8', 114337869), ('8', 113134738, '8', 120634837), ('8', 123314905, '8', 123315436), ('8', 124242685, '8', 84481841)]",1.0,"[('8', 82235722, '8', 81567250), ('8', 80172532, '8', 84089630), ('8', 84693339, '8', 114337869), ('8', 113134738, '8', 120634837), ('8', 124242685, '8', 84481841)]",0.0,[],0.0,[],0.0,[],[],1,{},[],1.0,1,1,0.875,high
EFM192A_BREAST,1,27,linear,13532214,6,1,"[('8', 128489700, 128619303), ('8', 128611332, 128459020), ('8', 128452922, 125588890), ('8', 125582886, 123970614), ('8', 123222773, 120520225), ('8', 92850662, 86779211)]","[('8', 128619303, '8', 128611332), ('8', 128459020, '8', 128452922), ('8', 125588890, '8', 125582886), ('8', 123970614, '8', 123222773), ('8', 120520225, '8', 92850662), ('8', 86779211, '8', 128489700)]",0.8333333333333334,"[('8', 128619303, '8', 128611332), ('8', 128459020, '8', 128452922), ('8', 125588890, '8', 125582886), ('8', 123970614, '8', 123222773), ('8', 120520225, '8', 92850662)]",0.1666666666666666,"[('8', 86779211, '8', 128489700)]",0.0,[],0.0,[],[],0,"{'8': {'CNBD1': {'type': [''], 'loc': ('86866442', '87615219')}, 'MYC': {'type': ['oncogene', ' fusion'], 'loc': ('127735434', '127741434')}, 'NBN': {'type': ['TSG'], 'loc': ('89933336', '90003228')}, 'RUNX1T1': {'type': ['oncogene', ' TSG', ' fusion'], 'loc': ('91954967', '92103286')}}}","['CNBD1', 'MYC', 'NBN', 'RUNX1T1']",1.0,0,1,0.875,high
EFM192A_BREAST,1,28,linear,4321438,2,2,"[('12', 33200000, 32986761), ('20', 56367314, 52259113)]","[('12', 32986761, '20', 56367314), ('20', 52259113, '12', 33200000)]",0.5,"[('12', 32986761, '20', 56367314)]",0.5,"[('20', 52259113, '12', 33200000)]",0.0,[],0.0,[],[],0,{},[],1.0,0,1,0.875,high
EFM192A_BREAST,1,29,circular,3233494,3,1,"[('17', 50568500, 52067128), ('17', 49171245, 48597637), ('17', 38728355, 39889612)]","[('17', 52067128, '17', 49171245), ('17', 48597637, '17', 38728355), ('17', 39889612, '17', 50568500)]",1.0,"[('17', 52067128, '17', 49171245), ('17', 48597637, '17', 38728355), ('17', 39889612, '17', 50568500)]",0.0,[],0.0,[],0.0,[],[],0,"{'17': {'CDK12': {'type': ['TSG'], 'loc': ('39461511', '39564907')}, 'ERBB2': {'type': ['oncogene', ' fusion'], 'loc': ('39687914', '39730426')}, 'IKZF3': {'type': ['oncogene', ' TSG', ' fusion'], 'loc': ('39757715', '39864188')}, 'LASP1': {'type': ['fusion'], 'loc': ('38869859', '38921770')}}}","['CDK12', 'ERBB2', 'IKZF3', 'LASP1']",1.0,1,1,0.875,high
EFM192A_BREAST,5,1,linear,1765059,1,1,"[('13', 111668853, 109903793)]","[('13', 109903793, '13', 111668853)]",0.0,[],1.0,"[('13', 109903793, '13', 111668853)]",0.0,[],0.0,[],[],0,{},[],1.0,0,0,1.875,medium
EFM192A_BREAST,6,1,linear,1895155,1,1,"[('17', 18725571, 16830415)]","[('17', 16830415, '17', 18725571)]",0.0,[],1.0,"[('17', 16830415, '17', 18725571)]",0.0,[],0.0,[],[],0,"{'17': {'FLCN': {'type': ['TSG'], 'loc': ('17212212', '17237188')}}}",['FLCN'],1.0,0,0,1.875,medium
EFM192A_BREAST,7,1,linear,145003,1,1,"[('17', 63367018, 63222014)]","[('17', 63222014, '17', 63367018)]",0.0,[],1.0,"[('17', 63222014, '17', 63367018)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
EFM19_BREAST,4,1,circular,825629,2,1,"[('16', 53520865, 53125032), ('16', 53121415, 53551211)]","[('16', 53125032, '16', 53121415), ('16', 53551211, '16', 53520865)]",1.0,"[('16', 53125032, '16', 53121415), ('16', 53551211, '16', 53520865)]",0.0,[],0.0,[],0.0,[],[],0,{},[],0.0,1,1,0.5,high
EFM19_BREAST,5,1,linear,80001,1,1,"[('17', 64447048, 64367046)]","[('17', 64367046, '17', 64447048)]",0.0,[],1.0,"[('17', 64367046, '17', 64447048)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
EFM19_BREAST,7,1,linear,360022,1,1,"[('20', 58783810, 58423787)]","[('20', 58423787, '20', 58783810)]",0.0,[],1.0,"[('20', 58423787, '20', 58783810)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
EFM19_BREAST,8,1,linear,294127,2,1,"[('20', 62814069, 62673787), ('20', 62672897, 62519050)]","[('20', 62673787, '20', 62672897), ('20', 62519050, '20', 62814069)]",0.0,[],1.0,"[('20', 62519050, '20', 62814069)]",0.0,[],0.0,[],[],1,{},[],0.0,0,0,1.5,medium
EFM19_BREAST,9,1,linear,195009,1,1,"[('20', 63539114, 63344104)]","[('20', 63344104, '20', 63539114)]",0.0,[],1.0,"[('20', 63344104, '20', 63539114)]",0.0,[],0.0,[],[],0,"{'20': {'PTK6': {'type': ['oncogene', ' TSG'], 'loc': ('63528001', '63537370')}}}",['PTK6'],0.0,0,0,1.5,medium
EFO21_OVARY,2,1,circular,5632,1,1,"[('3', 195781261, 195786892)]","[('3', 195786892, '3', 195781261)]",1.0,"[('3', 195786892, '3', 195781261)]",0.0,[],0.0,[],1.0,"[('3', 195786892), ('3', 195781261)]","['High Signal Region', 'High Signal Region']",0,{},[],0.0,1,1,1.0625,medium
EFO21_OVARY,2,2,circular,1703,1,1,"[('3', 197390188, 197391890)]","[('3', 197391890, '3', 197390188)]",1.0,"[('3', 197391890, '3', 197390188)]",0.0,[],0.0,[],1.0,"[('3', 197391890), ('3', 197390188)]","['High Signal Region', 'High Signal Region']",0,{},[],0.0,1,1,1.0625,medium
EFO21_OVARY,2,3,circular,1130,1,1,"[('3', 195944102, 195945231)]","[('3', 195945231, '3', 195944102)]",1.0,"[('3', 195945231, '3', 195944102)]",0.0,[],0.0,[],1.0,"[('3', 195945231), ('3', 195944102)]","['High Signal Region', 'High Signal Region']",0,{},[],0.0,1,1,1.0625,medium
EFO21_OVARY,2,4,circular,6536,1,1,"[('3', 197384429, 197390964)]","[('3', 197390964, '3', 197384429)]",1.0,"[('3', 197390964, '3', 197384429)]",0.0,[],0.0,[],1.0,"[('3', 197390964), ('3', 197384429)]","['High Signal Region', 'High Signal Region']",0,{},[],0.0,1,1,1.0625,medium
EFO21_OVARY,2,5,circular,128614,1,1,"[('3', 195621808, 195750421)]","[('3', 195750421, '3', 195621808)]",1.0,"[('3', 195750421, '3', 195621808)]",0.0,[],0.0,[],1.0,"[('3', 195621808)]",['High Signal Region'],0,{},[],0.0,1,1,1.0625,medium
EFO21_OVARY,3,1,linear,184997,1,1,"[('6', 479993, 294995)]","[('6', 294995, '6', 479993)]",0.0,[],1.0,"[('6', 294995, '6', 479993)]",0.0,[],1.0,"[('6', 294995)]",['High Signal Region'],0,"{'6': {'IRF4': {'type': ['oncogene', ' TSG', ' fusion'], 'loc': ('391739', '411447')}}}",['IRF4'],0.0,0,2,2.0625,low
EFO21_OVARY,7,1,circular,2143,1,1,"[('X', 140723356, 140725498)]","[('X', 140725498, 'X', 140723356)]",1.0,"[('X', 140725498, 'X', 140723356)]",0.0,[],0.0,[],1.0,"[('X', 140725498), ('X', 140723356)]","['High Signal Region', 'High Signal Region']",0,{},[],0.0,1,1,1.0625,medium
ES2_OVARY,1,1,circular,36153,1,1,"[('11', 71414277, 71450429)]","[('11', 71450429, '11', 71414277)]",1.0,"[('11', 71450429, '11', 71414277)]",0.0,[],0.0,[],0.0,[],[],0,{},[],0.0,1,1,0.5,high
ES2_OVARY,1,2,circular,1623,2,2,"[('11', 89264348, 89265706), ('4', 33016428, 33016691)]","[('11', 89265706, '4', 33016428), ('4', 33016691, '11', 89264348)]",1.0,"[('11', 89265706, '4', 33016428), ('4', 33016691, '11', 89264348)]",0.0,[],0.0,[],0.0,[],[],0,{},[],0.0,1,1,0.5,high
ES2_OVARY,1,3,circular,927,2,1,"[('11', 89266491, 89267008), ('11', 102109617, 102110025)]","[('11', 89267008, '11', 102109617), ('11', 102110025, '11', 89266491)]",1.0,"[('11', 89267008, '11', 102109617), ('11', 102110025, '11', 89266491)]",0.0,[],0.0,[],0.0,[],[],0,{},[],1.0,1,1,0.875,high
ES2_OVARY,1,4,linear,870661,2,1,"[('11', 71060662, 71585432), ('11', 71406553, 71060662)]","[('11', 71585432, '11', 71406553), ('11', 71060662, '11', 71060662)]",1.0,"[('11', 71585432, '11', 71406553)]",0.0,[],0.0,[],0.0,[],[],1,{},[],0.0,0,1,0.5,high
ES2_OVARY,1,6,circular,6133,5,1,"[('11', 90852387, 90851966), ('11', 71406159, 71409199), ('11', 71613093, 71613275), ('11', 71410956, 71408830), ('11', 71406642, 71406277)]","[('11', 90851966, '11', 71406159), ('11', 71409199, '11', 71613093), ('11', 71613275, '11', 71410956), ('11', 71408830, '11', 71406642), ('11', 71406277, '11', 90852387)]",1.0,"[('11', 90851966, '11', 71406159), ('11', 71409199, '11', 71613093), ('11', 71613275, '11', 71410956), ('11', 71408830, '11', 71406642), ('11', 71406277, '11', 90852387)]",0.0,[],0.0,[],0.0,[],[],0,{},[],0.0,1,1,0.5,high
ES2_OVARY,1,7,linear,20625,1,1,"[('11', 95306780, 95286154)]","[('11', 95286154, '11', 95306780)]",0.0,[],1.0,"[('11', 95286154, '11', 95306780)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
ES2_OVARY,1,8,linear,577982,9,2,"[('4', 33024599, 33024678), ('4', 33015914, 33017273), ('4', 33022501, 33017435), ('11', 102110035, 102109659), ('11', 102105887, 102106000), ('11', 92606979, 92600234), ('11', 102101445, 102009446), ('11', 69046023, 69296848), ('11', 90871821, 90650400)]","[('4', 33024678, '4', 33015914), ('4', 33017273, '4', 33022501), ('4', 33017435, '11', 102110035), ('11', 102109659, '11', 102105887), ('11', 102106000, '11', 92606979), ('11', 92600234, '11', 102101445), ('11', 102009446, '11', 69046023), ('11', 69296848, '11', 90871821), ('11', 90650400, '4', 33024599)]",0.8888888888888888,"[('4', 33024678, '4', 33015914), ('4', 33017273, '4', 33022501), ('4', 33017435, '11', 102110035), ('11', 102109659, '11', 102105887), ('11', 102106000, '11', 92606979), ('11', 92600234, '11', 102101445), ('11', 102009446, '11', 69046023), ('11', 69296848, '11', 90871821)]",0.1111111111111111,"[('11', 90650400, '4', 33024599)]",0.0,[],0.0,[],[],0,{},[],0.0,0,1,0.5,high
FADU_UPPER_AERODIGESTIVE_TRACT,3,1,linear,8230188,1,1,"[('14', 97028491, 88798302)]","[('14', 88798302, '14', 97028491)]",0.0,[],1.0,"[('14', 88798302, '14', 97028491)]",0.0,[],0.0,[],[],0,"{'14': {'DICER1': {'type': ['TSG'], 'loc': ('95086228', '95158010')}, 'GOLGA5': {'type': ['fusion'], 'loc': ('92794231', '92839963')}, 'TCL1A': {'type': ['oncogene', ' fusion'], 'loc': ('95709967', '95714196')}, 'TRIP11': {'type': ['fusion'], 'loc': ('91965991', '92040896')}}}","['DICER1', 'GOLGA5', 'TCL1A', 'TRIP11']",1.0,0,0,1.875,medium
FADU_UPPER_AERODIGESTIVE_TRACT,4,1,linear,384376,4,1,"[('11', 71060658, 71381669), ('11', 68998425, 68999293), ('11', 68998853, 68998425), ('11', 71381669, 71319600)]","[('11', 71381669, '11', 68998425), ('11', 68999293, '11', 68998853), ('11', 68998425, '11', 71381669), ('11', 71319600, '11', 71060658)]",0.6666666666666666,"[('11', 71381669, '11', 68998425), ('11', 68998425, '11', 71381669)]",0.3333333333333333,"[('11', 71319600, '11', 71060658)]",0.0,[],0.0,[],[],1,{},[],0.0,0,1,0.5,high
FADU_UPPER_AERODIGESTIVE_TRACT,4,2,circular,874,2,2,"[('Y', 11048027, 11048862), ('11', 71124183, 71124220)]","[('Y', 11048862, '11', 71124183), ('11', 71124220, 'Y', 11048027)]",1.0,"[('Y', 11048862, '11', 71124183), ('11', 71124220, 'Y', 11048027)]",0.0,[],0.0,[],0.0,[],[],0,{},[],1.0,1,1,0.875,high
FADU_UPPER_AERODIGESTIVE_TRACT,4,3,linear,147304,1,1,"[('11', 70950689, 70803384)]","[('11', 70803384, '11', 70950689)]",0.0,[],1.0,"[('11', 70803384, '11', 70950689)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
FADU_UPPER_AERODIGESTIVE_TRACT,4,4,linear,1873274,4,1,"[('11', 70803383, 70207521), ('11', 70204581, 69586634), ('11', 69586075, 68998425), ('11', 71381669, 71309850)]","[('11', 70207521, '11', 70204581), ('11', 69586634, '11', 69586075), ('11', 68998425, '11', 71381669), ('11', 71309850, '11', 70803383)]",0.6666666666666666,"[('11', 70207521, '11', 70204581), ('11', 68998425, '11', 71381669)]",0.3333333333333333,"[('11', 71309850, '11', 70803383)]",0.0,[],0.0,[],[],1,"{'11': {'CCND1': {'type': ['oncogene', ' fusion'], 'loc': ('69641087', '69654474')}}}",['CCND1'],1.0,0,1,0.875,high
FADU_UPPER_AERODIGESTIVE_TRACT,4,5,linear,664,1,1,"[('X', 3524753, 3524088)]","[('X', 3524088, 'X', 3524753)]",0.0,[],1.0,"[('X', 3524088, 'X', 3524753)]",0.0,[],0.0,[],[],0,{},[],1.0,0,0,1.875,medium
FADU_UPPER_AERODIGESTIVE_TRACT,5,1,linear,404995,1,1,"[('8', 134868736, 134463740)]","[('8', 134463740, '8', 134868736)]",0.0,[],1.0,"[('8', 134463740, '8', 134868736)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
FADU_UPPER_AERODIGESTIVE_TRACT,6,1,linear,2168883,2,1,"[('9', 6480324, 4377644), ('9', 4376420, 4310215)]","[('9', 4377644, '9', 4376420), ('9', 4310215, '9', 6480324)]",0.0,[],1.0,"[('9', 4310215, '9', 6480324)]",0.0,[],0.0,[],[],1,"{'9': {'CD274': {'type': ['TSG', ' fusion'], 'loc': ('5450503', '5470566')}, 'JAK2': {'type': ['oncogene', ' fusion'], 'loc': ('4984390', '5128183')}, 'PDCD1LG2': {'type': ['oncogene', ' fusion'], 'loc': ('5510570', '5571254')}}}","['CD274', 'JAK2', 'PDCD1LG2']",1.0,0,0,1.875,medium
FUOV1_OVARY,2,1,circular,8506,1,1,"[('3', 195779907, 195788412)]","[('3', 195788412, '3', 195779907)]",1.0,"[('3', 195788412, '3', 195779907)]",0.0,[],0.0,[],1.0,"[('3', 195788412), ('3', 195779907)]","['High Signal Region', 'High Signal Region']",0,{},[],0.0,1,1,1.0625,medium
FUOV1_OVARY,2,2,linear,204365,2,1,"[('19', 44726845, 44546890), ('19', 44546245, 44521833)]","[('19', 44546890, '19', 44546245), ('19', 44521833, '19', 44726845)]",0.0,[],1.0,"[('19', 44521833, '19', 44726845)]",0.0,[],0.0,[],[],1,{},[],0.0,0,0,1.5,medium
FUOV1_OVARY,7,1,linear,85002,1,1,"[('11', 63505413, 63420410)]","[('11', 63420410, '11', 63505413)]",0.0,[],1.0,"[('11', 63420410, '11', 63505413)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
GB1_CENTRAL_NERVOUS_SYSTEM,1,1,linear,340000,1,1,"[('12', 61090266, 60750265)]","[('12', 60750265, '12', 61090266)]",0.0,[],1.0,"[('12', 60750265, '12', 61090266)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
GB1_CENTRAL_NERVOUS_SYSTEM,1,2,linear,1531980,1,1,"[('12', 57845264, 56313283)]","[('12', 56313283, '12', 57845264)]",0.0,[],1.0,"[('12', 56313283, '12', 57845264)]",0.0,[],0.0,[],[],0,"{'12': {'CDK4': {'type': ['oncogene'], 'loc': ('57747727', '57756013')}, 'DDIT3': {'type': ['oncogene', ' fusion'], 'loc': ('57516588', '57521737')}, 'GLI1': {'type': ['oncogene', ' fusion'], 'loc': ('57460135', '57472262')}, 'NAB2': {'type': ['TSG', ' fusion'], 'loc': ('57088894', '57095476')}, 'NACA': {'type': ['fusion'], 'loc': ('56712428', '56731628')}, 'STAT6': {'type': ['oncogene', ' fusion'], 'loc': ('57095408', '57132139')}}}","['CDK4', 'DDIT3', 'GLI1', 'NAB2', 'NACA', 'STAT6']",0.0,0,0,1.5,medium
GB1_CENTRAL_NERVOUS_SYSTEM,3,1,linear,109083,2,1,"[('16', 22610956, 22699429), ('16', 21583120, 21562510)]","[('16', 22699429, '16', 21583120), ('16', 21562510, '16', 22610956)]",0.5,"[('16', 22699429, '16', 21583120)]",0.5,"[('16', 21562510, '16', 22610956)]",0.0,[],0.0,[],[],0,{},[],0.0,0,1,0.5,high
GCIY_STOMACH,2,1,circular,828,1,1,"[('8', 101471587, 101472414)]","[('8', 101472414, '8', 101471587)]",1.0,"[('8', 101472414, '8', 101471587)]",0.0,[],0.0,[],0.0,[],[],0,{},[],1.0,1,1,0.875,high
GCIY_STOMACH,2,2,circular,149296,2,1,"[('8', 102772303, 102914596), ('8', 127842378, 127835375)]","[('8', 102914596, '8', 127842378), ('8', 127835375, '8', 102772303)]",1.0,"[('8', 102914596, '8', 127842378), ('8', 127835375, '8', 102772303)]",0.0,[],0.0,[],0.0,[],[],0,{},[],0.0,1,1,0.5,high
GCIY_STOMACH,2,3,circular,124373,1,1,"[('8', 101525816, 101650188)]","[('8', 101650188, '8', 101525816)]",1.0,"[('8', 101650188, '8', 101525816)]",0.0,[],0.0,[],0.0,[],[],0,{},[],0.0,1,1,0.5,high
GCIY_STOMACH,2,4,circular,1628,1,1,"[('8', 102807539, 102809166)]","[('8', 102809166, '8', 102807539)]",1.0,"[('8', 102809166, '8', 102807539)]",0.0,[],0.0,[],0.0,[],[],0,{},[],0.0,1,1,0.5,high
GCIY_STOMACH,2,5,circular,1296,1,1,"[('8', 102788024, 102789319)]","[('8', 102789319, '8', 102788024)]",1.0,"[('8', 102789319, '8', 102788024)]",0.0,[],0.0,[],0.0,[],[],0,{},[],0.0,1,1,0.5,high
GCIY_STOMACH,2,7,circular,896653,7,2,"[('6', 125112814, 125306548), ('8', 127065682, 127037392), ('8', 80642673, 80652755), ('8', 100897027, 100898039), ('8', 127214498, 127076046), ('8', 101942274, 102397461), ('8', 102594537, 102524642)]","[('6', 125306548, '8', 127065682), ('8', 127037392, '8', 80642673), ('8', 80652755, '8', 100897027), ('8', 100898039, '8', 127214498), ('8', 127076046, '8', 101942274), ('8', 102397461, '8', 102594537), ('8', 102524642, '6', 125112814)]",1.0,"[('6', 125306548, '8', 127065682), ('8', 127037392, '8', 80642673), ('8', 80652755, '8', 100897027), ('8', 100898039, '8', 127214498), ('8', 127076046, '8', 101942274), ('8', 102397461, '8', 102594537), ('8', 102524642, '6', 125112814)]",0.0,[],0.0,[],0.0,[],[],0,{},[],0.0,1,1,0.5,high
GCIY_STOMACH,2,9,circular,583,1,1,"[('8', 102791015, 102791597)]","[('8', 102791597, '8', 102791015)]",1.0,"[('8', 102791597, '8', 102791015)]",0.0,[],0.0,[],0.0,[],[],0,{},[],1.0,1,1,0.875,high
GCIY_STOMACH,2,10,circular,1665,1,1,"[('8', 102781234, 102782898)]","[('8', 102782898, '8', 102781234)]",1.0,"[('8', 102782898, '8', 102781234)]",0.0,[],0.0,[],0.0,[],[],0,{},[],0.0,1,1,0.5,high
GCIY_STOMACH,2,11,linear,360990,6,1,"[('8', 127196400, 127282487), ('8', 127787173, 127694144), ('8', 101473031, 101472119), ('8', 101471185, 101473031), ('8', 127694144, 127787173), ('8', 127282487, 127196400)]","[('8', 127282487, '8', 127787173), ('8', 127694144, '8', 101473031), ('8', 101472119, '8', 101471185), ('8', 101473031, '8', 127694144), ('8', 127787173, '8', 127282487), ('8', 127196400, '8', 127196400)]",1.0,"[('8', 127282487, '8', 127787173), ('8', 127694144, '8', 101473031), ('8', 101473031, '8', 127694144), ('8', 127787173, '8', 127282487)]",0.0,[],0.0,[],0.0,[],[],2,"{'8': {'MYC': {'type': ['oncogene', ' fusion'], 'loc': ('127735434', '127741434')}}}","['MYC', 'MYC']",0.0,0,1,0.5,high
GCIY_STOMACH,2,12,circular,1162,1,1,"[('8', 102166982, 102168143)]","[('8', 102168143, '8', 102166982)]",1.0,"[('8', 102168143, '8', 102166982)]",0.0,[],0.0,[],0.0,[],[],0,{},[],0.0,1,1,0.5,high
GCIY_STOMACH,2,13,circular,685,1,1,"[('8', 127274009, 127274693)]","[('8', 127274693, '8', 127274009)]",1.0,"[('8', 127274693, '8', 127274009)]",0.0,[],0.0,[],0.0,[],[],0,{},[],1.0,1,1,0.875,high
GCIY_STOMACH,2,15,circular,765,1,1,"[('6', 125294992, 125295756)]","[('6', 125295756, '6', 125294992)]",1.0,"[('6', 125295756, '6', 125294992)]",0.0,[],0.0,[],0.0,[],[],0,{},[],1.0,1,1,0.875,high
GCIY_STOMACH,2,18,circular,1700398,8,2,"[('6', 124340211, 125105698), ('8', 127405339, 127677008), ('8', 102177404, 101942274), ('8', 127076046, 127282487), ('8', 127787173, 127694144), ('8', 101473031, 101375379), ('8', 102776425, 102793467), ('8', 102797164, 102811110)]","[('6', 125105698, '8', 127405339), ('8', 127677008, '8', 102177404), ('8', 101942274, '8', 127076046), ('8', 127282487, '8', 127787173), ('8', 127694144, '8', 101473031), ('8', 101375379, '8', 102776425), ('8', 102793467, '8', 102797164), ('8', 102811110, '6', 124340211)]",1.0,"[('6', 125105698, '8', 127405339), ('8', 127677008, '8', 102177404), ('8', 101942274, '8', 127076046), ('8', 127282487, '8', 127787173), ('8', 127694144, '8', 101473031), ('8', 101375379, '8', 102776425), ('8', 102793467, '8', 102797164), ('8', 102811110, '6', 124340211)]",0.0,[],0.0,[],0.0,[],[],0,"{'8': {'MYC': {'type': ['oncogene', ' fusion'], 'loc': ('127735434', '127741434')}}}",['MYC'],0.0,1,1,0.5,high
HARA_LUNG,3,1,linear,284107,1,1,"[('5', 46100000, 45815892)]","[('5', 45815892, '5', 46100000)]",0.0,[],1.0,"[('5', 45815892, '5', 46100000)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
